841-18-8232,B,Mandalay,Normal,Female,Food and beverages,71.2,1,3.56,74.76,2019-01-05,January,Credit card,71.2,4.76,3.56,9.2
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.38,9,15.92,334.341,2019-01-05,January,Credit card,318.42,4.76,15.92,9.6
801-88-0346,C,Naypyitaw,Normal,Female,Fashion accessories,76.06,3,11.41,239.589,2019-01-05,January,Credit card,228.18,4.76,11.41,9.8
826-58-8051,B,Mandalay,Normal,Male,Home and lifestyle,62.19,4,12.44,261.198,2019-01-06,January,Ewallet,248.76,4.76,12.44,4.3
834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,16.34,343.056,2019-01-06,January,Cash,326.72,4.76,16.34,9.1
846-10-0341,A,Yangon,Normal,Female,Fashion accessories,42.57,7,14.9,312.889,2019-01-06,January,Cash,297.99,4.76,14.9,6.8
852-82-2749,A,Yangon,Normal,Male,Sports and travel,64.59,4,12.92,271.278,2019-01-06,January,Ewallet,258.36,4.76,12.92,9.3
704-11-6354,A,Yangon,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,2019-01-06,January,Cash,471.2,4.76,23.56,8.9
729-06-2010,B,Mandalay,Member,Male,Health and beauty,80.47,9,36.21,760.442,2019-01-06,January,Cash,724.23,4.76,36.21,9.2
662-72-2873,A,Yangon,Normal,Female,Food and beverages,40.94,5,10.23,214.935,2019-01-06,January,Ewallet,204.7,4.76,10.23,9.9
393-65-2792,C,Naypyitaw,Normal,Male,Food and beverages,89.48,10,44.74,939.54,2019-01-06,January,Credit card,894.8,4.76,44.74,9.6
490-29-1201,A,Yangon,Normal,Female,Sports and travel,15.34,1,0.77,16.107,2019-01-06,January,Cash,15.34,4.76,0.77,6.5
541-48-8554,A,Yangon,Normal,Male,Sports and travel,60.95,9,27.43,575.977,2019-01-07,January,Credit card,548.55,4.76,27.43,6
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,2019-01-07,January,Cash,218.2,4.76,10.91,7.1
390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages,27.22,3,4.08,85.743,2019-01-07,January,Cash,81.66,4.76,4.08,7.3
126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21.54,9,9.69,203.553,2019-01-07,January,Credit card,193.86,4.76,9.69,8.8
109-28-2512,B,Mandalay,Member,Female,Fashion accessories,97.61,6,29.28,614.943,2019-01-07,January,Ewallet,585.66,4.76,29.28,9.9
232-16-2483,C,Naypyitaw,Member,Female,Sports and travel,68.12,1,3.41,71.526,2019-01-07,January,Ewallet,68.12,4.76,3.41,6.8
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,47.97,7,16.79,352.579,2019-01-07,January,Cash,335.79,4.76,16.79,6.2
799-71-1548,A,Yangon,Member,Male,Electronic accessories,77.72,4,15.54,326.424,2019-01-07,January,Credit card,310.88,4.76,15.54,8.8
889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.14,4,17.83,374.388,2019-01-07,January,Credit card,356.56,4.76,17.83,7.8
840-76-5966,A,Yangon,Member,Male,Sports and travel,12.76,2,1.28,26.796,2019-01-08,January,Ewallet,25.52,4.76,1.28,7.8
845-94-6841,C,Naypyitaw,Member,Female,Food and beverages,72.88,9,32.8,688.716,2019-01-08,January,Cash,655.92,4.76,32.8,4
571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.6,10,37.3,783.3,2019-01-08,January,Cash,746,4.76,37.3,9.5
663-86-9076,C,Naypyitaw,Member,Female,Food and beverages,68.54,8,27.42,575.736,2019-01-08,January,Ewallet,548.32,4.76,27.42,8.5
631-34-1880,C,Naypyitaw,Member,Male,Food and beverages,24.31,3,3.65,76.576,2019-01-08,January,Credit card,72.93,4.76,3.65,4.3
674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.14,5,9.28,194.985,2019-01-08,January,Ewallet,185.7,4.76,9.28,5
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,9.08,190.596,2019-01-08,January,Credit card,181.52,4.76,9.08,8.7
767-97-4650,B,Mandalay,Member,Female,Sports and travel,64.83,2,6.48,136.143,2019-01-08,January,Credit card,129.66,4.76,6.48,8
241-96-5076,B,Mandalay,Member,Female,Home and lifestyle,49.1,2,4.91,103.11,2019-01-08,January,Credit card,98.2,4.76,4.91,6.4
257-60-7754,A,Yangon,Normal,Female,Electronic accessories,50.23,4,10.05,210.966,2019-01-08,January,Cash,200.92,4.76,10.05,9
124-31-1458,A,Yangon,Member,Female,Electronic accessories,79.59,3,11.94,250.708,2019-01-08,January,Cash,238.77,4.76,11.94,6.6
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,0.64,13.419,2019-01-08,January,Ewallet,12.78,4.76,0.64,9.5
189-08-9157,C,Naypyitaw,Normal,Female,Fashion accessories,31.73,9,14.28,299.849,2019-01-08,January,Credit card,285.57,4.76,14.28,5.9
387-49-4215,B,Mandalay,Member,Female,Sports and travel,48.5,3,7.28,152.775,2019-01-08,January,Cash,145.5,4.76,7.28,6.7
490-95-0021,B,Mandalay,Member,Female,Food and beverages,33.21,10,16.6,348.705,2019-01-08,January,Ewallet,332.1,4.76,16.6,6
484-22-8230,C,Naypyitaw,Member,Female,Fashion accessories,51.89,7,18.16,381.392,2019-01-08,January,Cash,363.23,4.76,18.16,4.5
442-44-6497,C,Naypyitaw,Member,Male,Home and lifestyle,55.57,3,8.34,175.046,2019-01-08,January,Credit card,166.71,4.76,8.34,5.9
457-13-1708,B,Mandalay,Member,Male,Fashion accessories,65.23,10,32.62,684.915,2019-01-08,January,Credit card,652.3,4.76,32.62,5.2
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,2019-01-09,January,Cash,954.4,4.76,47.72,5.2
343-75-9322,B,Mandalay,Member,Female,Sports and travel,11.85,8,4.74,99.54,2019-01-09,January,Cash,94.8,4.76,4.74,4.1
370-96-0655,C,Naypyitaw,Normal,Female,Fashion accessories,49.32,6,14.8,310.716,2019-01-09,January,Ewallet,295.92,4.76,14.8,7.1
189-40-5216,C,Naypyitaw,Normal,Male,Electronic accessories,96.37,7,33.73,708.32,2019-01-09,January,Cash,674.59,4.76,33.73,6
263-10-3913,C,Naypyitaw,Member,Male,Fashion accessories,49.04,9,22.07,463.428,2019-01-09,January,Credit card,441.36,4.76,22.07,8.6
288-62-1085,A,Yangon,Member,Male,Fashion accessories,38.54,5,9.64,202.335,2019-01-09,January,Ewallet,192.7,4.76,9.64,5.6
305-89-2768,B,Mandalay,Member,Female,Home and lifestyle,21.9,3,3.29,68.985,2019-01-09,January,Ewallet,65.7,4.76,3.29,4.7
867-47-1948,C,Naypyitaw,Normal,Female,Home and lifestyle,15.8,10,7.9,165.9,2019-01-09,January,Cash,158,4.76,7.9,7.8
873-51-0671,A,Yangon,Member,Female,Sports and travel,21.98,7,7.69,161.553,2019-01-10,January,Ewallet,153.86,4.76,7.69,5.1
887-42-0517,C,Naypyitaw,Normal,Female,Sports and travel,83.14,7,29.1,611.079,2019-01-10,January,Credit card,581.98,4.76,29.1,6.6
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,6,23.51,493.794,2019-01-10,January,Ewallet,470.28,4.76,23.51,5.8
640-49-2076,B,Mandalay,Normal,Male,Sports and travel,83.78,8,33.51,703.752,2019-01-10,January,Cash,670.24,4.76,33.51,5.1
665-32-9167,A,Yangon,Member,Female,Health and beauty,36.26,2,3.63,76.146,2019-01-10,January,Credit card,72.52,4.76,3.63,7.2
577-34-7579,C,Naypyitaw,Member,Male,Food and beverages,50.49,9,22.72,477.13,2019-01-10,January,Cash,454.41,4.76,22.72,5.4
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74.79,5,18.7,392.647,2019-01-10,January,Cash,373.95,4.76,18.7,4.9
241-11-2261,B,Mandalay,Normal,Female,Fashion accessories,79.86,7,27.95,586.971,2019-01-10,January,Credit card,559.02,4.76,27.95,5.5
226-34-0034,B,Mandalay,Normal,Female,Electronic accessories,13.78,4,2.76,57.876,2019-01-10,January,Ewallet,55.12,4.76,2.76,9
289-15-7034,A,Yangon,Member,Male,Sports and travel,82.33,4,16.47,345.786,2019-01-11,January,Credit card,329.32,4.76,16.47,7.5
130-67-4723,A,Yangon,Member,Male,Food and beverages,48.5,6,14.55,305.55,2019-01-11,January,Ewallet,291,4.76,14.55,9.4
406-46-7107,A,Yangon,Normal,Female,Home and lifestyle,96.52,6,28.96,608.076,2019-01-11,January,Cash,579.12,4.76,28.96,4.5
540-11-4336,A,Yangon,Normal,Male,Food and beverages,24.94,9,11.22,235.683,2019-01-11,January,Credit card,224.46,4.76,11.22,5.6
478-06-7835,A,Yangon,Normal,Male,Fashion accessories,89.69,1,4.48,94.174,2019-01-11,January,Ewallet,89.69,4.76,4.48,4.9
592-46-1692,C,Naypyitaw,Member,Female,Food and beverages,36.77,7,12.87,270.259,2019-01-11,January,Cash,257.39,4.76,12.87,7.4
746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,87.16,2,8.72,183.036,2019-01-11,January,Credit card,174.32,4.76,8.72,9.7
732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.79,5,3.45,72.397,2019-01-11,January,Credit card,68.95,4.76,3.45,7.8
751-15-6198,B,Mandalay,Normal,Male,Sports and travel,23.01,6,6.9,144.963,2019-01-12,January,Ewallet,138.06,4.76,6.9,7.9
751-41-9720,C,Naypyitaw,Normal,Male,Home and lifestyle,97.5,10,48.75,1023.75,2019-01-12,January,Ewallet,975,4.76,48.75,8
704-48-3927,A,Yangon,Member,Male,Electronic accessories,88.67,10,44.33,931.035,2019-01-12,January,Ewallet,886.7,4.76,44.33,7.3
659-36-1684,C,Naypyitaw,Member,Male,Sports and travel,57.12,7,19.99,419.832,2019-01-12,January,Credit card,399.84,4.76,19.99,6.5
647-50-1224,A,Yangon,Normal,Female,Fashion accessories,29.42,10,14.71,308.91,2019-01-12,January,Ewallet,294.2,4.76,14.71,8.9
852-62-7105,B,Mandalay,Normal,Female,Fashion accessories,83.25,10,41.63,874.125,2019-01-12,January,Credit card,832.5,4.76,41.63,4.4
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,2,5.72,120.162,2019-01-12,January,Ewallet,114.44,4.76,5.72,8.3
533-66-5566,B,Mandalay,Normal,Female,Home and lifestyle,51.07,7,17.87,375.365,2019-01-12,January,Cash,357.49,4.76,17.87,7
381-20-0914,A,Yangon,Member,Female,Fashion accessories,20.01,9,9,189.094,2019-01-12,January,Credit card,180.09,4.76,9,5.7
197-77-7132,B,Mandalay,Member,Male,Electronic accessories,91.56,8,36.62,769.104,2019-01-12,January,Ewallet,732.48,4.76,36.62,6
296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,1,1.35,28.424,2019-01-12,January,Credit card,27.07,4.76,1.35,5.3
195-06-0432,A,Yangon,Member,Male,Home and lifestyle,81.01,3,12.15,255.182,2019-01-13,January,Credit card,243.03,4.76,12.15,9.3
339-38-9982,B,Mandalay,Member,Male,Fashion accessories,59.86,2,5.99,125.706,2019-01-13,January,Ewallet,119.72,4.76,5.99,6.7
327-40-9673,B,Mandalay,Member,Male,Sports and travel,72.6,6,21.78,457.38,2019-01-13,January,Cash,435.6,4.76,21.78,6.9
355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72.39,2,7.24,152.019,2019-01-13,January,Credit card,144.78,4.76,7.24,8.1
397-25-8725,A,Yangon,Member,Female,Health and beauty,39.62,9,17.83,374.409,2019-01-13,January,Credit card,356.58,4.76,17.83,6.8
556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories,74.29,1,3.71,78.005,2019-01-13,January,Cash,74.29,4.76,3.71,5
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.46,6,7.04,147.798,2019-01-13,January,Ewallet,140.76,4.76,7.04,6.4
460-93-5834,A,Yangon,Normal,Male,Sports and travel,45.58,7,15.95,335.013,2019-01-13,January,Cash,319.06,4.76,15.95,5
784-08-0310,C,Naypyitaw,Member,Female,Food and beverages,21.04,4,4.21,88.368,2019-01-13,January,Cash,84.16,4.76,4.21,7.6
732-94-0499,C,Naypyitaw,Normal,Female,Electronic accessories,41.65,10,20.83,437.325,2019-01-13,January,Credit card,416.5,4.76,20.83,5.4
704-10-4056,C,Naypyitaw,Member,Male,Health and beauty,60.47,3,9.07,190.48,2019-01-14,January,Credit card,181.41,4.76,9.07,5.6
658-66-3967,C,Naypyitaw,Normal,Male,Health and beauty,53.19,7,18.62,390.947,2019-01-14,January,Ewallet,372.33,4.76,18.62,5
667-23-5919,A,Yangon,Member,Female,Fashion accessories,96.7,5,24.17,507.675,2019-01-14,January,Ewallet,483.5,4.76,24.17,7
588-47-8641,A,Yangon,Member,Male,Fashion accessories,56.04,10,28.02,588.42,2019-01-14,January,Ewallet,560.4,4.76,28.02,4.4
592-34-6155,C,Naypyitaw,Normal,Male,Food and beverages,31.77,4,6.35,133.434,2019-01-14,January,Ewallet,127.08,4.76,6.35,6.2
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.06,7,25.57,536.991,2019-01-14,January,Credit card,511.42,4.76,25.57,4.2
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.69,5,24.92,523.372,2019-01-14,January,Cash,498.45,4.76,24.92,9.9
451-73-2711,C,Naypyitaw,Normal,Male,Food and beverages,84.83,1,4.24,89.072,2019-01-14,January,Ewallet,84.83,4.76,4.24,8.8
559-61-5987,B,Mandalay,Normal,Female,Health and beauty,17.75,1,0.89,18.638,2019-01-14,January,Cash,17.75,4.76,0.89,8.6
426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,21.49,451.363,2019-01-14,January,Cash,429.87,4.76,21.49,9.8
359-90-3665,B,Mandalay,Member,Female,Fashion accessories,18.08,4,3.62,75.936,2019-01-14,January,Credit card,72.32,4.76,3.62,9.5
377-79-7592,C,Naypyitaw,Member,Female,Electronic accessories,44.84,9,20.18,423.738,2019-01-14,January,Credit card,403.56,4.76,20.18,7.5
320-85-2052,B,Mandalay,Normal,Female,Sports and travel,34.81,1,1.74,36.55,2019-01-14,January,Credit card,34.81,4.76,1.74,7
314-23-4520,C,Naypyitaw,Member,Male,Health and beauty,81.23,7,28.43,597.041,2019-01-15,January,Cash,568.61,4.76,28.43,9
299-46-1805,B,Mandalay,Member,Female,Sports and travel,93.72,6,28.12,590.436,2019-01-15,January,Cash,562.32,4.76,28.12,4.5
301-11-9629,A,Yangon,Normal,Female,Sports and travel,19.1,7,6.68,140.385,2019-01-15,January,Cash,133.7,4.76,6.68,9.7
272-65-1806,A,Yangon,Normal,Female,Electronic accessories,60.88,9,27.4,575.316,2019-01-15,January,Ewallet,547.92,4.76,27.4,4.7
188-55-0967,B,Mandalay,Member,Male,Health and beauty,66.47,10,33.24,697.935,2019-01-15,January,Credit card,664.7,4.76,33.24,5
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.21,9,40.14,843.034,2019-01-15,January,Credit card,802.89,4.76,40.14,6.5
369-82-2676,B,Mandalay,Normal,Male,Electronic accessories,75.66,5,18.92,397.215,2019-01-15,January,Ewallet,378.3,4.76,18.92,7.8
437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,73.52,2,7.35,154.392,2019-01-15,January,Ewallet,147.04,4.76,7.35,4.6
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,17.44,5,4.36,91.56,2019-01-15,January,Cash,87.2,4.76,4.36,8.1
886-54-6089,A,Yangon,Normal,Female,Home and lifestyle,11.43,6,3.43,72.009,2019-01-15,January,Cash,68.58,4.76,3.43,7.7
589-02-8023,A,Yangon,Member,Male,Food and beverages,83.77,2,8.38,175.917,2019-01-15,January,Credit card,167.54,4.76,8.38,7
660-29-7083,C,Naypyitaw,Normal,Male,Electronic accessories,55.87,10,27.93,586.635,2019-01-15,January,Cash,558.7,4.76,27.93,5.8
744-16-7898,B,Mandalay,Normal,Female,Home and lifestyle,97.37,10,48.69,1022.385,2019-01-15,January,Credit card,973.7,4.76,48.69,4.9
677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages,93.26,9,41.97,881.307,2019-01-16,January,Cash,839.34,4.76,41.97,8.8
659-65-8956,B,Mandalay,Member,Male,Fashion accessories,51.36,1,2.57,53.928,2019-01-16,January,Ewallet,51.36,4.76,2.57,5.2
648-83-1321,A,Yangon,Member,Male,Home and lifestyle,63.56,10,31.78,667.38,2019-01-16,January,Cash,635.6,4.76,31.78,4.3
618-34-8551,A,Yangon,Normal,Female,Sports and travel,93.18,2,9.32,195.678,2019-01-16,January,Credit card,186.36,4.76,9.32,8.5
842-29-4695,C,Naypyitaw,Member,Male,Sports and travel,17.14,7,6,125.979,2019-01-16,January,Credit card,119.98,4.76,6,7.9
859-71-0933,C,Naypyitaw,Member,Female,Sports and travel,15.49,2,1.55,32.529,2019-01-16,January,Cash,30.98,4.76,1.55,6.3
372-62-5264,C,Naypyitaw,Normal,Female,Food and beverages,52.6,9,23.67,497.07,2019-01-16,January,Cash,473.4,4.76,23.67,7.6
347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.74,7,31.76,666.939,2019-01-16,January,Credit card,635.18,4.76,31.76,6.2
234-65-2137,C,Naypyitaw,Normal,Male,Home and lifestyle,95.58,10,47.79,1003.59,2019-01-16,January,Cash,955.8,4.76,47.79,4.8
286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,39.21,4,7.84,164.682,2019-01-16,January,Credit card,156.84,4.76,7.84,9
280-35-5823,B,Mandalay,Member,Female,Home and lifestyle,86.72,1,4.34,91.056,2019-01-17,January,Ewallet,86.72,4.76,4.34,7.9
101-81-4070,C,Naypyitaw,Member,Female,Health and beauty,62.82,2,6.28,131.922,2019-01-17,January,Ewallet,125.64,4.76,6.28,4.9
200-16-5952,C,Naypyitaw,Member,Male,Food and beverages,65.65,2,6.57,137.865,2019-01-17,January,Cash,131.3,4.76,6.57,6
349-97-8902,B,Mandalay,Member,Male,Food and beverages,57.89,2,5.79,121.569,2019-01-17,January,Ewallet,115.78,4.76,5.79,8.9
445-30-9252,A,Yangon,Normal,Male,Sports and travel,25.7,3,3.86,80.955,2019-01-17,January,Ewallet,77.1,4.76,3.86,6.1
497-37-6538,A,Yangon,Normal,Male,Sports and travel,58.91,7,20.62,432.988,2019-01-17,January,Ewallet,412.37,4.76,20.62,9.7
670-79-6321,B,Mandalay,Member,Female,Home and lifestyle,94.59,7,33.11,695.237,2019-01-17,January,Credit card,662.13,4.76,33.11,4.9
600-38-9738,C,Naypyitaw,Member,Male,Sports and travel,71.92,5,17.98,377.58,2019-01-17,January,Credit card,359.6,4.76,17.98,4.3
679-22-6530,B,Mandalay,Normal,Female,Sports and travel,40.62,2,4.06,85.302,2019-01-17,January,Credit card,81.24,4.76,4.06,4.1
698-98-5964,A,Yangon,Normal,Female,Food and beverages,81.21,10,40.6,852.705,2019-01-17,January,Credit card,812.1,4.76,40.6,6.3
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.46,135.576,2019-01-17,January,Credit card,129.12,4.76,6.46,9.4
700-81-1757,A,Yangon,Normal,Female,Electronic accessories,26.31,5,6.58,138.128,2019-01-18,January,Credit card,131.55,4.76,6.58,8.8
706-36-6154,A,Yangon,Member,Male,Home and lifestyle,19.36,9,8.71,182.952,2019-01-18,January,Ewallet,174.24,4.76,8.71,8.7
678-79-0726,C,Naypyitaw,Member,Female,Sports and travel,90.63,9,40.78,856.453,2019-01-18,January,Cash,815.67,4.76,40.78,5.1
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.97,41.391,2019-01-18,January,Cash,39.42,4.76,1.97,8.4
781-84-8059,C,Naypyitaw,Normal,Male,Fashion accessories,60.74,7,21.26,446.439,2019-01-18,January,Ewallet,425.18,4.76,21.26,5
821-14-9046,B,Mandalay,Member,Female,Fashion accessories,17.48,6,5.24,110.124,2019-01-18,January,Credit card,104.88,4.76,5.24,6.1
562-12-5430,A,Yangon,Member,Female,Fashion accessories,88.15,3,13.22,277.672,2019-01-18,January,Ewallet,264.45,4.76,13.22,7.9
414-12-7047,B,Mandalay,Normal,Male,Food and beverages,19.79,8,7.92,166.236,2019-01-18,January,Ewallet,158.32,4.76,7.92,8.7
166-19-2553,A,Yangon,Member,Male,Sports and travel,89.06,6,26.72,561.078,2019-01-18,January,Cash,534.36,4.76,26.72,9.9
125-45-2293,A,Yangon,Normal,Female,Fashion accessories,99.1,6,29.73,624.33,2019-01-19,January,Cash,594.6,4.76,29.73,4.2
149-61-1929,A,Yangon,Normal,Male,Sports and travel,64.19,10,32.1,673.995,2019-01-19,January,Credit card,641.9,4.76,32.1,6.7
151-27-8496,C,Naypyitaw,Normal,Female,Electronic accessories,56.13,4,11.23,235.746,2019-01-19,January,Ewallet,224.52,4.76,11.23,8.6
284-54-4231,C,Naypyitaw,Member,Male,Sports and travel,80.93,1,4.05,84.977,2019-01-19,January,Credit card,80.93,4.76,4.05,9
375-72-3056,B,Mandalay,Normal,Male,Sports and travel,63.06,3,9.46,198.639,2019-01-19,January,Ewallet,189.18,4.76,9.46,7
482-17-1179,A,Yangon,Member,Male,Electronic accessories,11.94,3,1.79,37.611,2019-01-19,January,Credit card,35.82,4.76,1.79,8.1
809-69-9497,A,Yangon,Normal,Female,Home and lifestyle,45.68,10,22.84,479.64,2019-01-19,January,Ewallet,456.8,4.76,22.84,5.7
